artificial_bed_id,code,element_ID,system_ID,element_general_type,sys_gs_category,period,climate,underlying_ft,overlying_ft
5214,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5215,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5216,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5217,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5218,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5219,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5220,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5221,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5222,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5223,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5224,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5225,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5226,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5227,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5228,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5229,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5230,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5231,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5232,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5233,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5234,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5235,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5236,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5237,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5238,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5239,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5240,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5241,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5242,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5243,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5244,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5245,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5246,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5247,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5248,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5249,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5250,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5251,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5252,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5253,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5254,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5255,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5256,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5257,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5258,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5259,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5260,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5261,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5262,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,unknown
5263,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,unknown,S
5264,S-N-x,12486,112,channel,sandy system,Permian,greenhouse,S,S
5265,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5266,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5267,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,unknown
5268,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,unknown,S
5269,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5270,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5271,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5272,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5273,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5274,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5275,S-F-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5276,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,M
5277,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,M,S
5278,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5279,S-F-x,12486,112,channel,sandy system,Permian,greenhouse,S,S
5280,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,M
5281,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,M,S
5282,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5283,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5284,S-F-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5285,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5286,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5287,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5288,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,S,S
5324,S-N-m,12478,112,terminal deposit,sandy system,Permian,greenhouse,M,M
5325,S-N-x,12478,112,terminal deposit,sandy system,Permian,greenhouse,M,S
5326,S-N-m,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,S
5327,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,S
5328,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,S
5329,S-N-x,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,S
5330,S-N-m,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,S
5332,S-N-m,12478,112,terminal deposit,sandy system,Permian,greenhouse,heterolithic,M
5333,S-N-m,12478,112,terminal deposit,sandy system,Permian,greenhouse,unknown,S
5335,S-N-m,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,S
5337,S-N-m,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,S
5338,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,S
5339,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,S
5341,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,M
5342,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,M,M
5343,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,M,S
5344,S-N-m,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,M
5345,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,M,S
5346,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,S
5347,S-N-m,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,S
5348,S-N-m,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,S
5349,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,M
5350,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,M,S
5351,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,M
5352,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,M,S
5353,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,M
5354,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,M,M
5355,S-N-m,12478,112,terminal deposit,sandy system,Permian,greenhouse,M,S
5356,S-N-x,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,S
5357,S-N-m,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,M
5358,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,M,S
5359,S-N-m,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,M
5360,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,M,heterolithic
5361,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,M,heterolithic
5362,S-N-m,12478,112,terminal deposit,sandy system,Permian,greenhouse,heterolithic,M
5363,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,M,S
5364,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,M
5365,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,M,S
5366,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,M
5367,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,M,S
5368,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,S
5369,S-N-m,12478,112,terminal deposit,sandy system,Permian,greenhouse,S,M
5370,S-N-m,12511,112,channel,sandy system,Permian,greenhouse,S,S
5371,S-N-m,12511,112,channel,sandy system,Permian,greenhouse,S,S
5372,S-N-m,12511,112,channel,sandy system,Permian,greenhouse,S,S
5373,S-N-m,12511,112,channel,sandy system,Permian,greenhouse,S,S
5374,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5375,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5376,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5377,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5378,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5379,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5380,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,M
5381,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,M,S
5382,S-F-x,12516,112,channel,sandy system,Permian,greenhouse,S,M
5383,S-N-m,12509,112,channel,sandy system,Permian,greenhouse,M,S
5384,S-N-x,12509,112,channel,sandy system,Permian,greenhouse,S,S
5385,S-N-x,12509,112,channel,sandy system,Permian,greenhouse,S,S
5386,S-N-m,12509,112,channel,sandy system,Permian,greenhouse,S,S
5387,S-N-m,12511,112,channel,sandy system,Permian,greenhouse,S,S
5388,S-N-m,12511,112,channel,sandy system,Permian,greenhouse,S,S
5389,S-N-m,12511,112,channel,sandy system,Permian,greenhouse,S,S
5390,S-N-m,12511,112,channel,sandy system,Permian,greenhouse,S,S
5391,S-N-m,12511,112,channel,sandy system,Permian,greenhouse,S,S
5392,S-N-m,12511,112,channel,sandy system,Permian,greenhouse,S,S
5393,S-N-m,12511,112,channel,sandy system,Permian,greenhouse,S,S
5394,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5395,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5396,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5397,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5398,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5399,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5400,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5401,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5402,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5403,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,M
5404,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,M,S
5405,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5406,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5407,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,M
5408,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,M,M
5409,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,M,S
5410,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5411,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5412,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5413,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5414,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,M
5415,S-N-m,12509,112,channel,sandy system,Permian,greenhouse,M,S
5416,S-N-m,12509,112,channel,sandy system,Permian,greenhouse,S,S
5417,S-N-l,12509,112,channel,sandy system,Permian,greenhouse,S,S
5418,S-N-m,12509,112,channel,sandy system,Permian,greenhouse,S,S
5419,S-N-m,12509,112,channel,sandy system,Permian,greenhouse,S,S
5420,S-N-m,12509,112,channel,sandy system,Permian,greenhouse,S,S
5421,S-N-m,12509,112,channel,sandy system,Permian,greenhouse,S,S
5422,S-N-m,12509,112,channel,sandy system,Permian,greenhouse,S,S
5423,S-N-m,12509,112,channel,sandy system,Permian,greenhouse,S,S
5424,S-N-m,12509,112,channel,sandy system,Permian,greenhouse,S,S
5425,S-N-m,12512,112,channel,sandy system,Permian,greenhouse,S,S
5426,S-N-m,12512,112,channel,sandy system,Permian,greenhouse,S,S
5427,S-N-m,12512,112,channel,sandy system,Permian,greenhouse,S,S
5429,S-N-l,12515,112,channel,sandy system,Permian,greenhouse,M,M
5430,S-N-l,12515,112,channel,sandy system,Permian,greenhouse,M,M
5431,S-N-m,12515,112,channel,sandy system,Permian,greenhouse,M,S
5432,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,M,S
5433,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5434,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5435,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5436,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5437,S-N-x,12516,112,channel,sandy system,Permian,greenhouse,S,unknown
5438,S-N-m,12509,112,channel,sandy system,Permian,greenhouse,M,S
5439,S-N-m,12509,112,channel,sandy system,Permian,greenhouse,S,S
5440,S-N-m,12509,112,channel,sandy system,Permian,greenhouse,S,S
5441,S-N-m,12509,112,channel,sandy system,Permian,greenhouse,S,S
5443,S-N-m,12510,112,channel,sandy system,Permian,greenhouse,S,S
5444,S-N-m,12510,112,channel,sandy system,Permian,greenhouse,S,S
5445,S-F-x,12510,112,channel,sandy system,Permian,greenhouse,S,S
5446,S-N-m,12510,112,channel,sandy system,Permian,greenhouse,S,M
5447,S-N-l,12510,112,channel,sandy system,Permian,greenhouse,M,M
5448,S-N-l,12510,112,channel,sandy system,Permian,greenhouse,M,M
5449,S-N-l,12510,112,channel,sandy system,Permian,greenhouse,M,M
5450,S-N-m,12510,112,channel,sandy system,Permian,greenhouse,M,S
5451,S-N-l,12510,112,channel,sandy system,Permian,greenhouse,S,M
5452,S-N-m,12510,112,channel,sandy system,Permian,greenhouse,M,M
5453,S-N-l,12510,112,channel,sandy system,Permian,greenhouse,M,M
5454,S-N-m,12510,112,channel,sandy system,Permian,greenhouse,M,S
5455,S-N-m,12510,112,channel,sandy system,Permian,greenhouse,S,S
5456,S-N-m,12510,112,channel,sandy system,Permian,greenhouse,S,S
5457,S-N-m,12510,112,channel,sandy system,Permian,greenhouse,S,S
5458,S-N-m,12510,112,channel,sandy system,Permian,greenhouse,S,S
5459,S-N-x,12510,112,channel,sandy system,Permian,greenhouse,S,S
5460,S-N-l,12510,112,channel,sandy system,Permian,greenhouse,S,S
5461,S-N-m,12530,112,channel,sandy system,Permian,greenhouse,S,S
5462,S-N-m,12530,112,channel,sandy system,Permian,greenhouse,S,S
5463,S-N-m,12530,112,channel,sandy system,Permian,greenhouse,S,S
5464,S-N-m,12530,112,channel,sandy system,Permian,greenhouse,S,S
5465,S-N-m,12530,112,channel,sandy system,Permian,greenhouse,S,S
5466,S-N-m,12530,112,channel,sandy system,Permian,greenhouse,S,S
5467,S-N-m,12530,112,channel,sandy system,Permian,greenhouse,S,S
5468,S-N-m,12526,112,channel,sandy system,Permian,greenhouse,S,M
5469,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,M,S
5470,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5471,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5472,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,S,S
5473,S-N-x,12516,112,channel,sandy system,Permian,greenhouse,S,M
5474,S-N-m,12522,112,levee,sandy system,Permian,greenhouse,M,M
5475,S-N-l,12522,112,levee,sandy system,Permian,greenhouse,M,M
5476,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5477,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5478,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5479,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5480,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5481,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5482,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5483,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,M
5484,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,M,M
5485,S-N-l,12513,112,channel,sandy system,Permian,greenhouse,M,M
5486,S-N-m,12513,112,channel,sandy system,Permian,greenhouse,M,M
5487,S-N-l,12514,112,channel,sandy system,Permian,greenhouse,M,M
5488,S-N-m,12530,112,channel,sandy system,Permian,greenhouse,M,M
5489,S-N-m,12530,112,channel,sandy system,Permian,greenhouse,M,S
5490,S-N-m,12530,112,channel,sandy system,Permian,greenhouse,S,S
5491,S-N-m,12530,112,channel,sandy system,Permian,greenhouse,S,S
5492,S-N-m,12530,112,channel,sandy system,Permian,greenhouse,S,S
5493,S-N-m,12530,112,channel,sandy system,Permian,greenhouse,S,S
5494,S-N-m,12530,112,channel,sandy system,Permian,greenhouse,S,S
5495,S-N-l,12530,112,channel,sandy system,Permian,greenhouse,S,M
5496,S-N-m,12530,112,channel,sandy system,Permian,greenhouse,M,M
5497,S-N-m,12516,112,channel,sandy system,Permian,greenhouse,M,M
5498,S-N-l,12516,112,channel,sandy system,Permian,greenhouse,M,M
5499,S-N-l,12522,112,levee,sandy system,Permian,greenhouse,M,M
5500,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,M,S
5501,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5502,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5503,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5504,S-N-l,12531,112,channel,sandy system,Permian,greenhouse,S,S
5505,S-N-l,12531,112,channel,sandy system,Permian,greenhouse,S,S
5506,S-N-l,12531,112,channel,sandy system,Permian,greenhouse,S,M
5507,S-N-l,12531,112,channel,sandy system,Permian,greenhouse,M,M
5508,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,M,M
5509,S-N-l,12531,112,channel,sandy system,Permian,greenhouse,M,M
5510,S-N-l,12531,112,channel,sandy system,Permian,greenhouse,M,S
5511,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5512,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5513,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5514,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5515,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5516,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5517,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5518,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5519,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5520,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5521,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5522,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5523,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5524,S-N-l,12531,112,channel,sandy system,Permian,greenhouse,S,S
5525,S-N-l,12531,112,channel,sandy system,Permian,greenhouse,S,M
5526,S-N-l,12531,112,channel,sandy system,Permian,greenhouse,M,M
5527,S-N-l,12513,112,channel,sandy system,Permian,greenhouse,M,M
5530,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,M,S
5531,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5532,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5533,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5534,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5535,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,M
5536,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,M,M
5537,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,M,M
5538,S-N-x,12531,112,channel,sandy system,Permian,greenhouse,M,S
5539,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5540,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5541,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5542,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5543,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5544,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5545,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5546,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5547,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5548,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5549,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,S
5550,S-N-m,12531,112,channel,sandy system,Permian,greenhouse,S,M
5551,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,M,M
5552,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,M,M
5553,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,M,M
5554,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,M,M
5555,S-N-l,12486,112,channel,sandy system,Permian,greenhouse,M,M
5556,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,M,M
5557,S-N-l,12486,112,channel,sandy system,Permian,greenhouse,M,M
5558,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,M,unknown
5559,S-N-l,12487,112,channel,sandy system,Permian,greenhouse,S,S
5560,S-N-m,12487,112,channel,sandy system,Permian,greenhouse,S,S
5561,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5562,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5563,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5564,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,M
5565,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,M,M
5566,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,M,S
5567,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5568,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5569,S-N-x,12484,112,channel,sandy system,Permian,greenhouse,S,S
5570,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5571,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5572,S-N-l,12484,112,channel,sandy system,Permian,greenhouse,S,S
5573,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5574,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5575,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5576,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5577,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5578,S-N-x,12484,112,channel,sandy system,Permian,greenhouse,S,M
5579,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,M,M
5580,S-N-l,12484,112,channel,sandy system,Permian,greenhouse,M,M
5581,S-N-l,12484,112,channel,sandy system,Permian,greenhouse,M,S
5582,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5583,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,M
5584,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,M,S
5585,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5586,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5587,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,M
5588,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,M,M
5589,S-N-l,12484,112,channel,sandy system,Permian,greenhouse,M,M
5590,S-N-l,12486,112,channel,sandy system,Permian,greenhouse,M,M
5591,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,M,M
5592,S-N-m,12486,112,channel,sandy system,Permian,greenhouse,M,M
5593,S-N-l,12486,112,channel,sandy system,Permian,greenhouse,M,M
5594,S-N-l,12478,112,terminal deposit,sandy system,Permian,greenhouse,M,unknown
5596,S-N-l,12498,112,channel,sandy system,Permian,greenhouse,S,S
5597,S-N-m,12498,112,channel,sandy system,Permian,greenhouse,M,S
5598,S-N-m,12498,112,channel,sandy system,Permian,greenhouse,S,S
5599,S-N-m,12498,112,channel,sandy system,Permian,greenhouse,S,S
5600,S-N-m,12498,112,channel,sandy system,Permian,greenhouse,S,S
5601,S-N-m,12498,112,channel,sandy system,Permian,greenhouse,S,S
5602,S-N-m,12498,112,channel,sandy system,Permian,greenhouse,S,M
5603,S-N-m,12499,112,channel,sandy system,Permian,greenhouse,M,S
5604,S-N-m,12499,112,channel,sandy system,Permian,greenhouse,S,S
5605,S-N-m,12499,112,channel,sandy system,Permian,greenhouse,S,M
5606,S-N-m,12533,112,channel,sandy system,Permian,greenhouse,M,S
5607,S-N-m,12533,112,channel,sandy system,Permian,greenhouse,S,S
5608,S-N-m,12533,112,channel,sandy system,Permian,greenhouse,S,S
5609,S-N-m,12533,112,channel,sandy system,Permian,greenhouse,S,S
5610,S-N-m,12533,112,channel,sandy system,Permian,greenhouse,S,S
5611,S-N-m,12533,112,channel,sandy system,Permian,greenhouse,S,S
5612,S-N-m,12533,112,channel,sandy system,Permian,greenhouse,S,S
5613,S-N-m,12487,112,channel,sandy system,Permian,greenhouse,S,S
5614,S-N-x,12487,112,channel,sandy system,Permian,greenhouse,S,M
5615,S-N-m,12487,112,channel,sandy system,Permian,greenhouse,M,S
5616,S-N-m,12487,112,channel,sandy system,Permian,greenhouse,S,S
5617,S-N-x,12487,112,channel,sandy system,Permian,greenhouse,S,S
5618,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5619,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5620,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5621,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5622,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,unknown
5623,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,unknown,S
5624,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5625,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5626,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5627,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5628,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5629,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5630,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5631,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5632,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5633,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5634,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5635,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5636,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,S
5637,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,S,M
5638,S-N-m,12484,112,channel,sandy system,Permian,greenhouse,M,M
