"artificial_bed_id","code","code2","bed_thickness","gravel_fraction","heterolithic_fraction","gs_category","combined_trend","lam_category","log_ID","element_ID","subset_ID","case_study_ID","system_ID","element_interpret","element_general_type","element_length","element_length_type","element_width","element_width_type","element_thickness","element_thickness_type","data_type","facies_suit_proportions_type","cs_name","cs_age_from","cs_age_to","sys_name","sys_age_from","sys_age_to","palaeo_lat_range","palaeo_latitude","palaeo_lat_hemisphere","sand_fraction","sys_gs_category","age","epoch","period","era","start_ma","end_ma","climate","vegetation","supercontinent_setting","climate_phases","age_order","period_order","era_order","period_color"
4941,"S-F-x","F-x",0.15,0,0,"S","F","x",1078,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4942,"S-N-m","N-m",0.12,0,0,"S","N","m",1078,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4943,"S-N-m","N-m",0.32,0,0,"S","N","m",1078,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4944,"S-N-m","N-m",0.14,0,0,"S","N","m",1078,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4945,"S-N-m","N-m",0.31,0,0,"S","N","m",1078,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4946,"S-N-m","N-m",0.13,0,0,"S","N","m",1078,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4947,"S-F-x","F-x",0.34,0,0,"S","F","x",1078,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4948,"S-N-m","N-m",0.16,0,0,"S","N","m",1078,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4949,"S-N-x","N-x",0.14,0,0,"S","N","x",1078,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4950,"S-N-x","N-x",0.07,0,0,"S","N","x",1079,12305,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",2436.330078125,"unlimited observed",5.15999984741211,"true (not maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4951,"S-N-x","N-x",0.41,0,0,"S","N","x",1079,12306,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",2436.330078125,"unlimited observed",12,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4953,"SM-C-m","C-m",0.17,0,0.29,"SM","C","m",1079,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4954,"SM-N-m","N-m",0.16,0,1,"SM","N","m",1079,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4955,"SM-N-m","N-m",0.32,0,1,"SM","N","m",1079,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4956,"SM-N-m","N-m",0.38,0,1,"SM","N","m",1079,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4957,"SM-N-m","N-m",0.12,0,1,"SM","N","m",1079,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4958,"S-N-l","N-l",0.1,0,0,"S","N","l",1079,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4959,"SM-N-m","N-m",0.06,0,1,"SM","N","m",1079,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4960,"S-N-m","N-m",0.06,0,0,"S","N","m",1079,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4961,"SM-N-m","N-m",0.1,0,1,"SM","N","m",1079,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4962,"SM-N-m","N-m",0.07,0,1,"SM","N","m",1079,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4963,"SM-N-x","N-x",0.13,0,1,"SM","N","x",1079,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4964,"S-N-m","N-m",0.04,0,0,"S","N","m",1079,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
4965,"SM-N-l","N-l",0.06,0,1,"SM","N","l",1079,12307,161,120,107,"lobe","terminal deposit",2389.76000976562,"unlimited observed",1200,"unlimited observed",7.19999980926514,"true (maximum)","core,outcrop","type,grain size,general structures,laminations","Tanqua Karoo basin floor fan complex (studied by Prélat et al.)",125,125,"Tanqua Karoo",58,55,"45-60",-55,"S",1,"sandy system","Capitanian","Guadalupian","Permian","Paleozoic",264.28,259.51,"icehouse","Landplants","Pangea","Late Paleozoic",55,16,4,"#F04028"
5023,"S-N-x","N-x",1.39,0,0,"S","N","x",1081,12481,297,126,112,"channel complex","channel",2000,NA,97.7600021362305,"unlimited eroded",15.6099996566772,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5024,"S-N-m","N-m",0.12,0,0,"S","N","m",1081,12481,297,126,112,"channel complex","channel",2000,NA,97.7600021362305,"unlimited eroded",15.6099996566772,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5026,"S-N-x","N-x",0.34,0,0,"S","N","x",1081,12481,297,126,112,"channel complex","channel",2000,NA,97.7600021362305,"unlimited eroded",15.6099996566772,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5027,"S-N-x","N-x",0.24,0,0,"S","N","x",1081,12481,297,126,112,"channel complex","channel",2000,NA,97.7600021362305,"unlimited eroded",15.6099996566772,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5028,"S-N-l","N-l",0.02,0,0,"S","N","l",1081,12481,297,126,112,"channel complex","channel",2000,NA,97.7600021362305,"unlimited eroded",15.6099996566772,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5029,"S-N-x","N-x",0.15,0,0,"S","N","x",1081,12481,297,126,112,"channel complex","channel",2000,NA,97.7600021362305,"unlimited eroded",15.6099996566772,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5030,"S-N-m","N-m",0.09,0,0,"S","N","m",1081,12481,297,126,112,"channel complex","channel",2000,NA,97.7600021362305,"unlimited eroded",15.6099996566772,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5031,"S-N-m","N-m",0.62,0,0,"S","N","m",1081,12482,297,126,112,"channel complex","channel",8500,NA,267.579986572266,"unlimited eroded",8.60000038146973,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5032,"S-N-l","N-l",0.36,0,0,"S","N","l",1081,12482,297,126,112,"channel complex","channel",8500,NA,267.579986572266,"unlimited eroded",8.60000038146973,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5033,"S-N-m","N-m",0.1,0,0,"S","N","m",1081,12482,297,126,112,"channel complex","channel",8500,NA,267.579986572266,"unlimited eroded",8.60000038146973,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5034,"S-N-m","N-m",0.23,0,0,"S","N","m",1081,12482,297,126,112,"channel complex","channel",8500,NA,267.579986572266,"unlimited eroded",8.60000038146973,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5035,"S-N-m","N-m",0.2,0,0,"S","N","m",1081,12482,297,126,112,"channel complex","channel",8500,NA,267.579986572266,"unlimited eroded",8.60000038146973,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5036,"S-N-m","N-m",0.04,0,0,"S","N","m",1081,12482,297,126,112,"channel complex","channel",8500,NA,267.579986572266,"unlimited eroded",8.60000038146973,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5037,"S-N-x","N-x",1.15,0,0,"S","N","x",1081,12482,297,126,112,"channel complex","channel",8500,NA,267.579986572266,"unlimited eroded",8.60000038146973,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5038,"S-N-l","N-l",0.06,0,0,"S","N","l",1081,12482,297,126,112,"channel complex","channel",8500,NA,267.579986572266,"unlimited eroded",8.60000038146973,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5039,"S-F-x","F-x",0.2,0,0,"S","F","x",1081,12482,297,126,112,"channel complex","channel",8500,NA,267.579986572266,"unlimited eroded",8.60000038146973,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5040,"S-N-l","N-l",0.12,0,0,"S","N","l",1081,12482,297,126,112,"channel complex","channel",8500,NA,267.579986572266,"unlimited eroded",8.60000038146973,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5041,"S-N-l","N-l",0.09,0,0,"S","N","l",1081,12482,297,126,112,"channel complex","channel",8500,NA,267.579986572266,"unlimited eroded",8.60000038146973,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5042,"S-N-m","N-m",0.04,0,0,"S","N","m",1081,12482,297,126,112,"channel complex","channel",8500,NA,267.579986572266,"unlimited eroded",8.60000038146973,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5043,"S-N-l","N-l",0.05,0,0,"S","N","l",1081,12482,297,126,112,"channel complex","channel",8500,NA,267.579986572266,"unlimited eroded",8.60000038146973,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5044,"S-N-m","N-m",0.27,0,0,"S","N","m",1081,12483,297,126,112,"channel complex","channel",10000,NA,470.170013427734,"unlimited eroded",14.5699996948242,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5045,"S-N-l","N-l",0.1,0,0,"S","N","l",1081,12483,297,126,112,"channel complex","channel",10000,NA,470.170013427734,"unlimited eroded",14.5699996948242,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5046,"S-N-m","N-m",0.07,0,0,"S","N","m",1081,12483,297,126,112,"channel complex","channel",10000,NA,470.170013427734,"unlimited eroded",14.5699996948242,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5047,"S-N-l","N-l",0.35,0,0,"S","N","l",1081,12483,297,126,112,"channel complex","channel",10000,NA,470.170013427734,"unlimited eroded",14.5699996948242,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5048,"S-N-m","N-m",0.05,0,0,"S","N","m",1081,12483,297,126,112,"channel complex","channel",10000,NA,470.170013427734,"unlimited eroded",14.5699996948242,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5049,"S-N-l","N-l",0.05,0,0,"S","N","l",1081,12483,297,126,112,"channel complex","channel",10000,NA,470.170013427734,"unlimited eroded",14.5699996948242,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5050,"S-N-x","N-x",0.31,0,0,"S","N","x",1081,12483,297,126,112,"channel complex","channel",10000,NA,470.170013427734,"unlimited eroded",14.5699996948242,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
5051,"S-N-m","N-m",0.07,0,0,"S","N","m",1081,12483,297,126,112,"channel complex","channel",10000,NA,470.170013427734,"unlimited eroded",14.5699996948242,"partial eroded","core,outcrop",NA,"Unit C & B/C interfan lower-middle slope system, Laingsburg depocentre, Fort Brown Formation",125,125,"Laingsburg Karoo Turbidite System",125,125,"45-60",NA,"S",1,"sandy system","(Lopingian)","Lopingian","Permian","Paleozoic",259.51,251.9,"greenhouse","Landplants","Pangea","Mesozoic-Cenozoic",57.5,16,4,"#F04028"
